,tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,stage,jpg_url,retweet_count,favorite_count,creat_date,language,display_text_range
391,790581949425475584,2016-10-24 15:53:19,Twitter for iPhone,This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary https://t.co/Fd5WFDTMH4,11.0,10.0,Duke,None,https://pbs.twimg.com/media/Cvi2FiKWgAAif1u.jpg,8183,22473,,en,"[0, 115]"
392,790337589677002753,2016-10-23 23:42:19,Twitter for iPhone,Meet Maggie. She can hear your cells divide. 12/10 can also probably fly https://t.co/ovE2hqXryV,12.0,10.0,Maggie,None,https://pbs.twimg.com/media/CvfX2AnWYAAQTay.jpg,2167,8740,,en,"[0, 72]"
393,790277117346975746,2016-10-23 19:42:02,Twitter for iPhone,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,11.0,10.0,Bruce,None,https://pbs.twimg.com/media/Cveg1-NXgAASaaT.jpg,3732,14081,,en,"[0, 77]"
394,789986466051088384,2016-10-23 00:27:05,Twitter for iPhone,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,12.0,10.0,Happy,None,https://pbs.twimg.com/media/CvaYgDOWgAEfjls.jpg,2704,10369,,en,"[0, 80]"
395,789628658055020548,2016-10-22 00:45:17,Twitter for iPhone,This is Eli. He can fly. 13/10 magical af https://t.co/huPSJJ7FDI,13.0,10.0,Eli,None,https://pbs.twimg.com/media/CvVTEnPXYAAWLyL.jpg,2080,8448,,en,"[0, 41]"
396,789599242079838210,2016-10-21 22:48:24,Twitter for iPhone,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af https://t.co/0R4meWXFOx,12.0,10.0,Brownie,None,https://pbs.twimg.com/media/CvU4UZpXgAE1pAV.jpg,2279,7620,,en,"[0, 74]"
397,789530877013393408,2016-10-21 18:16:44,Twitter for iPhone,This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,12.0,10.0,Rizzy,None,https://pbs.twimg.com/media/CvT6IV6WEAQhhV5.jpg,3942,13188,,en,"[0, 52]"
398,789268448748703744,2016-10-21 00:53:56,Twitter for iPhone,This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,10.0,10.0,Stella,None,https://pbs.twimg.com/media/CvQLdotWcAAZn86.jpg,3014,10196,,en,"[0, 79]"
399,789137962068021249,2016-10-20 16:15:26,Twitter for iPhone,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet https://t.co/2jwxxtNzoN,12.0,10.0,Bo,None,https://pbs.twimg.com/media/CvOUw8vWYAAzJDq.jpg,3244,10875,,en,"[0, 114]"
400,788908386943430656,2016-10-20 01:03:11,Twitter for iPhone,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af https://t.co/3BXh073tDm",11.0,10.0,Lucy,None,https://pbs.twimg.com/media/CvLD-mbWYAAFI8w.jpg,14409,30653,,en,"[0, 102]"
401,788765914992902144,2016-10-19 15:37:03,Twitter for iPhone,This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,12.0,10.0,Butter,None,https://pbs.twimg.com/media/CvJCabcWgAIoUxW.jpg,12014,30658,,en,"[0, 79]"
402,788412144018661376,2016-10-18 16:11:17,Twitter for iPhone,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,11.0,10.0,Dexter,None,https://pbs.twimg.com/media/CvEAqQoWgAADj5K.jpg,5990,16060,,en,"[0, 71]"
403,788150585577050112,2016-10-17 22:51:57,Twitter for iPhone,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats https://t.co/xosHjFzVXc,13.0,10.0,Leo,None,https://pbs.twimg.com/media/CvASw6dWcAQmo3X.jpg,1510,6865,,en,"[0, 80]"
404,787810552592695296,2016-10-17 00:20:47,Twitter for iPhone,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,11.0,10.0,Frank,None,https://pbs.twimg.com/media/Cu7dg2RXYAIaGXE.jpg,3540,9717,,en,"[0, 98]"
405,787717603741622272,2016-10-16 18:11:26,Twitter for iPhone,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere https://t.co/i622ZbWkUp,13.0,10.0,Tonks,puppo,https://pbs.twimg.com/media/Cu6I9vvWIAAZG0a.jpg,3240,11416,,en,"[0, 115]"
406,787397959788929025,2016-10-15 21:01:17,Twitter for iPhone,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,11.0,10.0,Moose,None,https://pbs.twimg.com/media/Cu1mQsDWEAAU_VQ.jpg,3300,12120,,en,"[0, 107]"
407,787322443945877504,2016-10-15 16:01:13,Twitter for iPhone,This is Lincoln. He forgot to use his blinker when he changed lanes just now. Guilty as h*ck. Still 10/10 https://t.co/lsrR83SiVp,10.0,10.0,Lincoln,None,https://pbs.twimg.com/media/Cu0hlfwWYAEdnXO.jpg,2032,8726,,en,"[0, 105]"
408,786963064373534720,2016-10-14 16:13:10,Twitter for iPhone,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire https://t.co/ibj5g6xaAj,12.0,10.0,Rory,None,https://pbs.twimg.com/media/Cuvau3MW8AAxaRv.jpg,9327,29725,,en,"[0, 110]"
409,786709082849828864,2016-10-13 23:23:56,Twitter for iPhone,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10 https://t.co/yBO5wuqaPS",9.75,10.0,Logan,None,https://pbs.twimg.com/media/CurzvFTXgAA2_AP.jpg,7069,20296,,en,"[0, 104]"
410,786595970293370880,2016-10-13 15:54:28,Twitter for iPhone,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,11.0,10.0,Dale,None,https://pbs.twimg.com/media/CuqM0fVWAAAboKR.jpg,3601,10497,,en,"[0, 95]"
411,786363235746385920,2016-10-13 00:29:39,Twitter for iPhone,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,13.0,10.0,Rizzo,doggo,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,4072,12189,,en,"[0, 83]"
412,786233965241827333,2016-10-12 15:55:59,Twitter for iPhone,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,11.0,10.0,Mattie,None,https://pbs.twimg.com/media/CulDnZpWcAAGbZ-.jpg,5571,17178,,en,"[0, 117]"
413,785927819176054784,2016-10-11 19:39:28,Twitter for iPhone,This is Lucy. She's strives to be the best potato she can be. 12/10 would boop https://t.co/lntsj7Fc4Y,12.0,10.0,Lucy,None,https://pbs.twimg.com/media/CugtKeXWEAAamDZ.jpg,3652,12696,,en,"[0, 78]"
414,785872687017132033,2016-10-11 16:00:24,Twitter for iPhone,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his https://t.co/1j9kLGb4wV,12.0,10.0,Rusty,None,https://pbs.twimg.com/ext_tw_video_thumb/785872596088811520/pu/img/5O-_BgqdFQu_2Bt7.jpg,2130,7489,,en,"[0, 114]"
415,785639753186217984,2016-10-11 00:34:48,Twitter for iPhone,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,10.0,10.0,Pinot,pupper,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,2561,8735,,en,"[0, 140]"
416,785533386513321988,2016-10-10 17:32:08,Twitter for iPhone,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,11.0,10.0,Dallas,None,https://pbs.twimg.com/media/CubGchjXEAA6gpw.jpg,2334,10183,,en,"[0, 63]"
417,785264754247995392,2016-10-09 23:44:41,Twitter for iPhone,This is Doc. He requested to be carried around like that. 12/10 anything for Doc https://t.co/mWYACm4qnx,12.0,10.0,Doc,None,https://pbs.twimg.com/media/CuXSHNnWcAIWEwn.jpg,1911,8128,,en,"[0, 80]"
418,785170936622350336,2016-10-09 17:31:53,Twitter for iPhone,This is Hero. He was enjoying the car ride until he remembered that bees are dying globally at an alarming rate. 11/10 https://t.co/cubFg7F4qQ,11.0,10.0,Hero,None,https://pbs.twimg.com/media/CuV8yfxXEAAUlye.jpg,5639,13491,,en,"[0, 118]"
419,784826020293709826,2016-10-08 18:41:19,Twitter for iPhone,This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,13.0,10.0,Rusty,None,https://pbs.twimg.com/media/CuRDF-XWcAIZSer.jpg,3712,11310,,en,"[0, 73]"
420,784517518371221505,2016-10-07 22:15:26,Twitter for iPhone,This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day https://t.co/p6fgYe2dB6,11.0,10.0,Frankie,None,https://pbs.twimg.com/media/CuMqhGrXYAQwRqU.jpg,2970,10039,,en,"[0, 83]"
421,784431430411685888,2016-10-07 16:33:21,Twitter for iPhone,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10 https://t.co/PHA1vtqqpt,12.0,10.0,Stormy,None,https://pbs.twimg.com/media/CuLcNkCXgAEIwK2.jpg,1491,6329,,en,"[0, 77]"
422,783839966405230592,2016-10-06 01:23:05,Twitter for iPhone,This is Riley. His owner put a donut pillow around him and he loves it so much he won't let anyone take it off. 13/10 https://t.co/8TCQcsZCZ8,13.0,10.0,Riley,None,https://pbs.twimg.com/media/CuDCSM-XEAAJw1W.jpg,12643,33689,,en,"[0, 117]"
423,783821107061198850,2016-10-06 00:08:09,Twitter for iPhone,This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af https://t.co/STcPjiNAHp,12.0,10.0,Mairi,None,https://pbs.twimg.com/media/CuCxIzyWEAQTnQA.jpg,2269,8209,,en,"[0, 77]"
424,783695101801398276,2016-10-05 15:47:27,Twitter for iPhone,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free https://t.co/kCRKlFg4AY,12.0,10.0,Loomis,None,https://pbs.twimg.com/media/CuA-iRHXYAAWP8e.jpg,3737,11650,,en,"[0, 126]"
425,783466772167098368,2016-10-05 00:40:09,Twitter for iPhone,This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet https://t.co/s8W8Del9HQ,11.0,10.0,Finn,None,https://pbs.twimg.com/media/Ct9u3ljW8AEnVIm.jpg,2608,9468,,en,"[0, 138]"
426,783391753726550016,2016-10-04 19:42:03,Twitter for iPhone,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well https://t.co/BO936YdJdi,13.0,10.0,Godi,None,https://pbs.twimg.com/media/Ct8qn8EWIAAk9zP.jpg,6441,18908,,en,"[0, 109]"
427,783334639985389568,2016-10-04 15:55:06,Twitter for iPhone,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,12.0,10.0,Dave,None,https://pbs.twimg.com/media/Ct72q9jWcAAhlnw.jpg,13616,32651,,en,"[0, 98]"
428,783085703974514689,2016-10-03 23:25:55,Twitter for iPhone,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats https://t.co/IsqyvbjFgM,11.0,10.0,Earl,None,https://pbs.twimg.com/media/Ct4URfWUAAQ7lKe.jpg,2565,9112,,en,"[0, 93]"
429,782969140009107456,2016-10-03 15:42:44,Twitter for iPhone,This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX,12.0,10.0,Cali,None,https://pbs.twimg.com/media/Ct2qO5PXEAE6eB0.jpg,8521,26949,,en,"[0, 97]"
430,782747134529531904,2016-10-03 01:00:34,Twitter for iPhone,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,11.0,10.0,Deacon,doggo,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,1604,8310,,en,"[0, 89]"
431,782722598790725632,2016-10-02 23:23:04,Twitter for iPhone,"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",10.0,10.0,Penny,None,https://pbs.twimg.com/media/CtzKC7zXEAALfSo.jpg,6238,19250,,en,"[0, 91]"
432,782598640137187329,2016-10-02 15:10:30,Twitter for iPhone,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10 https://t.co/BIUchFwHqn,11.0,10.0,Timmy,None,https://pbs.twimg.com/media/CtxZTtxUMAEduGo.jpg,2184,8694,,en,"[0, 108]"
433,782305867769217024,2016-10-01 19:47:08,Twitter for iPhone,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,12.0,10.0,Sampson,doggo,https://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,6470,18630,,en,"[0, 111]"
434,781955203444699136,2016-09-30 20:33:43,Twitter for iPhone,This is Chipson. He weighed in at .3 ounces and is officially super h*ckin smol. Space-saving af. 11/10 would snug delicately https://t.co/FjEsk7A1JV,11.0,10.0,Chipson,None,https://pbs.twimg.com/media/CtoQGu4XgAQgv5m.jpg,3920,12357,,en,"[0, 125]"
435,781251288990355457,2016-09-28 21:56:36,Twitter for iPhone,This is Oakley. He just got yelled at for going 46 in a 45. Churlish af. 11/10 would still pet so well https://t.co/xIYsa6LPA4,11.0,10.0,Oakley,None,https://pbs.twimg.com/media/CteP5H5WcAEhdLO.jpg,2458,9428,,en,"[0, 102]"
436,780858289093574656,2016-09-27 19:54:58,Twitter for iPhone,"This is Dash. He's very stylish, but also incredibly unimpressed with the current state of our nation. 10/10 would pet ears first https://t.co/YElO4hvXI6",10.0,10.0,Dash,None,https://pbs.twimg.com/media/CtYqeNHWgAATqYZ.jpg,2328,8033,,en,"[0, 129]"
437,780800785462489090,2016-09-27 16:06:28,Twitter for iPhone,This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet https://t.co/KQzSR8eCsw,11.0,10.0,Koda,None,https://pbs.twimg.com/media/CtX2Kr9XYAAuxrM.jpg,1505,6141,,en,"[0, 105]"
438,780601303617732608,2016-09-27 02:53:48,Twitter for iPhone,Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,12.0,10.0,Hercules,None,https://pbs.twimg.com/media/CtVAvX-WIAAcGTf.jpg,3839,13525,,en,"[0, 100]"
439,780459368902959104,2016-09-26 17:29:48,Twitter for iPhone,"This is Bear. Don't worry, he's not a real bear tho. Contains unreal amounts of squish. 11/10 heteroskedastic af https://t.co/coi4l1T2Sm",11.0,10.0,Bear,None,https://pbs.twimg.com/media/CtS_p9kXEAE2nh8.jpg,1224,5892,,en,"[0, 112]"
440,779834332596887552,2016-09-25 00:06:08,Twitter for iPhone,This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,11.0,10.0,Scout,None,https://pbs.twimg.com/media/CtKHLuCWYAA2TTs.jpg,8237,21252,,en,"[0, 91]"
441,779123168116150273,2016-09-23 01:00:13,Twitter for iPhone,This is Reggie. He hugs everyone he meets. 12/10 keep spreading the love Reggie https://t.co/uMfhduaate,12.0,10.0,Reggie,None,https://pbs.twimg.com/media/CtAAYizW8AAWzBZ.jpg,4207,13206,,en,"[0, 79]"
442,778990705243029504,2016-09-22 16:13:51,Twitter for iPhone,This is Jay. He's really h*ckin happy about the start of fall. Sneaky tongue slip in 2nd pic. 11/10 snuggly af https://t.co/vyx1X5eyWI,11.0,10.0,Jay,None,https://pbs.twimg.com/media/Cs-H5uhWcAAiNY9.jpg,8437,22342,,en,"[0, 110]"
443,778748913645780993,2016-09-22 00:13:04,Twitter for iPhone,"This is Mya (pronounced ""mmmyah?""). Her head is round af. 11/10 would pat accordingly https://t.co/1dpEuALnY0",11.0,10.0,Mya,None,https://pbs.twimg.com/media/Cs6r_-kVIAALh1p.jpg,1562,7717,,en,"[0, 85]"
444,778650543019483137,2016-09-21 17:42:10,Twitter for iPhone,"Meet Strider. He thinks he's a sorority girl. Already wants to go to NYC for a weekend to say he's ""studied abroad"" 10/10 https://t.co/KYZkPuiC1l",10.0,10.0,Strider,None,https://pbs.twimg.com/media/Cs5ShihWEAAH2ti.jpg,1729,6430,,en,"[0, 121]"
445,778624900596654080,2016-09-21 16:00:17,Twitter for iPhone,This is Penny. She's a sailor pup. 11/10 would take to the open seas with https://t.co/0rRxyBQt32,11.0,10.0,Penny,None,https://pbs.twimg.com/media/Cs47N3eWcAEmgiW.jpg,1176,5177,,en,"[0, 73]"
446,778383385161035776,2016-09-21 00:00:35,Twitter for iPhone,This is Nala. She's a future Dogue model. Won't respond to my texts. 13/10 would be an honor to pet https://t.co/zP1IvAATWv,13.0,10.0,Nala,None,https://pbs.twimg.com/media/Cs1fjyqWIAE2jop.jpg,1271,6515,,en,"[0, 99]"
447,778286810187399168,2016-09-20 17:36:50,Twitter for iPhone,This is Stanley. He has too much skin. Isn't happy about it. Quite pupset actually. Still 11/10 would comfort https://t.co/hhTfnPrWfb,11.0,10.0,Stanley,None,https://pbs.twimg.com/media/Cs0HuUTWcAUpSE8.jpg,3836,11576,,en,"[0, 109]"
448,778027034220126208,2016-09-20 00:24:34,Twitter for iPhone,This is Sophie. She's a Jubilant Bush Pupper. Super h*ckin rare. Appears at random just to smile at the locals. 11.27/10 would smile back https://t.co/QFaUiIHxHq,11.27,10.0,Sophie,pupper,https://pbs.twimg.com/media/Cswbc2yWcAAVsCJ.jpg,1885,7320,,en,"[0, 137]"
449,777885040357281792,2016-09-19 15:00:20,Twitter for iPhone,This is Wesley. He's clearly trespassing. Seems rather h*ckin violent too. Weaponized forehead. 3/10 wouldn't let in https://t.co/pL7wbMRW7M,3.0,10.0,Wesley,None,https://pbs.twimg.com/media/CsuaUH2WAAAWJh1.jpg,1893,7078,,en,"[0, 116]"
450,777621514455814149,2016-09-18 21:33:11,Twitter for iPhone,This is Derek. You can't look at him and not smile. Must've just had a blue pupsicle. 12/10 would snug intensely https://t.co/BnVTMtUeI3,12.0,10.0,Derek,None,https://pbs.twimg.com/media/Csqqoo5WEAAMTVW.jpg,2910,9742,,en,"[0, 112]"
451,777189768882946048,2016-09-17 16:57:35,Twitter for iPhone,This is Jeffrey. He's being held so he doesn't fly away. 12/10 would set free https://t.co/d3aLyCykn7,12.0,10.0,Jeffrey,None,https://pbs.twimg.com/media/Cskh9nRWYAAUxBP.jpg,4999,15921,,en,"[0, 77]"
452,776813020089548800,2016-09-16 16:00:31,Twitter for iPhone,Meet Solomon. He was arrested for possession of adorable and attempted extra pats on the head. 12/10 would post bail https://t.co/nFqLaOLUQA,12.0,10.0,Solomon,None,https://pbs.twimg.com/media/CsfLUDbXEAAu0VF.jpg,1405,5444,,en,"[0, 116]"
453,776477788987613185,2016-09-15 17:48:25,Twitter for iPhone,This is Huck. He's addicted to caffeine. Hope it's not too latte to seek help. 11/10 stay strong pupper https://t.co/iJE3F0VozW,11.0,10.0,Huck,pupper,https://pbs.twimg.com/media/CsaaaaxWgAEfzM7.jpg,3249,9858,,en,"[0, 103]"
454,776201521193218049,2016-09-14 23:30:38,Twitter for iPhone,This is O'Malley. That is how he sleeps. Doesn't care what you think about it. 10/10 comfy af https://t.co/Pq150LeRaC,10.0,10.0,O,None,https://pbs.twimg.com/media/CsWfKadWEAAtmlS.jpg,2919,10681,,en,"[0, 93]"
455,776113305656188928,2016-09-14 17:40:06,Twitter for iPhone,This is Sampson. He's about to get hit with a vicious draw 2. Has no idea. 11/10 poor pupper https://t.co/FYT9QBEnKG,11.0,10.0,Sampson,pupper,https://pbs.twimg.com/media/CsVO7ljW8AAckRD.jpg,5068,13102,,en,"[0, 92]"
456,775842724423557120,2016-09-13 23:44:54,Twitter for iPhone,This is Blue. He was having an average day until his owner told him about Bront. 12/10 h*ckin hysterical af https://t.co/saRYTcxQeH,12.0,10.0,Blue,None,https://pbs.twimg.com/media/CsRY1jAWYAUOx55.jpg,3116,13022,,en,"[0, 107]"
457,775733305207554048,2016-09-13 16:30:07,Twitter for iPhone,This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. 11/10 would still pet well https://t.co/9CcBSxCXXG,11.0,10.0,Anakin,doggo,https://pbs.twimg.com/media/CsP1UvaW8AExVSA.jpg,4627,15413,,en,"[0, 115]"
458,775364825476165632,2016-09-12 16:05:54,Twitter for iPhone,This is Finley. He's an independent doggo still adjusting to life on his own. 11/10 https://t.co/7FNcBaKbci,11.0,10.0,Finley,doggo,https://pbs.twimg.com/media/CsKmMB2WAAAXcAy.jpg,3472,8295,,en,"[0, 83]"
459,775085132600442880,2016-09-11 21:34:30,Twitter for iPhone,This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT,13.0,10.0,Tucker,None,https://pbs.twimg.com/media/CsGnz64WYAEIDHJ.jpg,5488,17281,,en,"[0, 58]"
460,774757898236878852,2016-09-10 23:54:11,Twitter for iPhone,This is Finley. She's a Beneboop Cumbersplash. 12/10 I'd do unspeakable things for Finley https://t.co/dS8SCbNF9P,12.0,10.0,Finley,None,https://pbs.twimg.com/media/CsB-MYiXgAEQU20.jpg,2035,9462,,en,"[0, 89]"
461,774639387460112384,2016-09-10 16:03:16,Twitter for iPhone,This is Sprinkles. He's trapped in light jail. 10/10 would post bail for him https://t.co/4s5Xlijogu,10.0,10.0,Sprinkles,None,https://pbs.twimg.com/media/CsASZqRW8AA3Szw.jpg,2013,7508,,en,"[0, 76]"
462,773985732834758656,2016-09-08 20:45:53,Twitter for iPhone,Meet Winnie. She just made awkward eye contact with the driver beside her. Poor pupper panicked. 11/10 would comfort https://t.co/RFWtDqTnAz,11.0,10.0,Winnie,pupper,https://pbs.twimg.com/media/Cr2_6R8WAAAUMtc.jpg,4492,11925,,en,"[0, 116]"
463,773922284943896577,2016-09-08 16:33:46,Twitter for iPhone,"This is Heinrich (pronounced ""Pat""). He's a Botswanian Vanderfloof. Snazzy af bandana. 12/10 downright puptacular https://t.co/G56ikYAqFg",12.0,10.0,Heinrich,None,https://pbs.twimg.com/media/Cr2GNdlW8AAbojw.jpg,1999,7110,,en,"[0, 113]"
464,773704687002451968,2016-09-08 02:09:06,Twitter for iPhone,This is Loki. He knows he's adorable. One ear always pupared. 12/10 would snug in depicted fashion forever https://t.co/OqNggd4Oio,12.0,10.0,Loki,None,https://pbs.twimg.com/media/CrzATQqWAAEHq2t.jpg,1891,7317,,en,"[0, 106]"
465,773670353721753600,2016-09-07 23:52:41,Twitter for iPhone,This is Shakespeare. He appears to be maximum level pettable. Born with no eyes tho (tragic). 10/10 probably wise https://t.co/rA8WUVOLBr,10.0,10.0,Shakespeare,None,https://pbs.twimg.com/media/CryhFC0XEAA9wp_.jpg,1501,5935,,en,"[0, 113]"
466,773547596996571136,2016-09-07 15:44:53,Twitter for iPhone,This is Chelsea. She forgot how to dog. 11/10 get it together pupper https://t.co/nBJ5RE4yHb,11.0,10.0,Chelsea,pupper,https://pbs.twimg.com/media/Crwxb5yWgAAX5P_.jpg,7126,24553,,en,"[0, 68]"
467,773308824254029826,2016-09-06 23:56:05,Twitter for iPhone,This is Bungalo. She uses that face to get what she wants. It works unbelievably well. 12/10 would never say no to https://t.co/0Fcft7jl4N,12.0,10.0,Bungalo,None,https://pbs.twimg.com/media/CrtYRMEWIAAUkCl.jpg,8640,25846,,en,"[0, 114]"
468,773247561583001600,2016-09-06 19:52:39,Twitter for iPhone,This is Chip. He's a pupholder. Comes with the car. Requires frequent pettings. Shifts for you. 10/10 innovative af https://t.co/hG5WYT9ECn,10.0,10.0,Chip,None,https://pbs.twimg.com/media/Crsgi9dWEAApQd8.jpg,3699,10414,,en,"[0, 115]"
469,773191612633579521,2016-09-06 16:10:20,Twitter for iPhone,This is Grey. He's the dogtor in charge of your checkpup today. 12/10 I'd never miss an appointment https://t.co/9HEVPJEioD,12.0,10.0,Grey,None,https://pbs.twimg.com/media/CrrtqjdXEAINleR.jpg,4736,11117,,en,"[0, 99]"
470,772826264096874500,2016-09-05 15:58:34,Twitter for iPhone,"Meet Roosevelt. He's preparing for takeoff. Make sure tray tables are in their full pupright &amp; licked position
11/10 https://t.co/7CQkn3gHOQ",11.0,10.0,Roosevelt,None,https://pbs.twimg.com/media/CrmhYYIXEAEcyYY.jpg,2669,8842,,en,"[0, 120]"
471,772193107915964416,2016-09-03 22:02:38,Twitter for iPhone,This is Willem. He's a Penn State pupper. Thinks the hood makes him more intimidating. It doesn't. 12/10 https://t.co/Dp0s7MRIHK,12.0,10.0,Willem,pupper,https://pbs.twimg.com/media/Crdhh_1XEAAHKHi.jpg,1612,6665,,en,"[0, 104]"
472,772117678702071809,2016-09-03 17:02:54,Twitter for iPhone,Meet Jack. He's a Clemson pup. Appears to be rather h*ckin pettable. Almost makes me want to root for Clemson. 12/10 https://t.co/GHOfbTVQti,12.0,10.0,Jack,None,https://pbs.twimg.com/media/Crcc7pqXEAAM5O2.jpg,848,4165,,en,"[0, 116]"
473,772114945936949249,2016-09-03 16:52:02,Twitter for iPhone,This is Finn. He's very nervous for the game. Has a lot of money riding on it.10/10 would attempt to comfort https://t.co/CbtNfecWiT,10.0,10.0,Finn,None,https://pbs.twimg.com/media/Crcacf9WgAEcrMh.jpg,546,3005,,en,"[0, 108]"
474,772102971039580160,2016-09-03 16:04:27,Twitter for iPhone,This is Penny. She's an OU cheerleader. About to do a triple back handspring down the stairs. 11/10 hype af https://t.co/B2f3XkGU5c,11.0,10.0,Penny,None,https://pbs.twimg.com/media/CrcPjh0WcAA_SPT.jpg,1065,4448,,en,"[0, 107]"
475,771770456517009408,2016-09-02 18:03:10,Twitter for iPhone,This is Davey. He'll have your daughter home by 8. Just a stand up pup. 11/10 would introduce to mom https://t.co/E6bGWf9EOm,11.0,10.0,Davey,None,https://pbs.twimg.com/media/CrXhIqBW8AA6Bse.jpg,3924,13356,,en,"[0, 100]"
476,771500966810099713,2016-09-02 00:12:18,Twitter for iPhone,This is Dakota. He's just saying hi. That's all. 12/10 someone wave back https://t.co/1tWe5zZoHv,12.0,10.0,Dakota,None,https://pbs.twimg.com/media/CrTsCPHWYAANdzC.jpg,3018,9167,,en,"[0, 72]"
477,771380798096281600,2016-09-01 16:14:48,Twitter for iPhone,Meet Fizz. She thinks love is a social construct consisting solely of ideals perpetuated by mass media 11/10 woke af https://t.co/sPB5JMnWBn,11.0,10.0,Fizz,None,https://pbs.twimg.com/media/CrR-vVfXEAAk6Gg.jpg,5912,11746,,en,"[0, 116]"
478,771136648247640064,2016-09-01 00:04:38,Twitter for iPhone,This is Dixie. She wants to be a ship captain. Won't let anything get in between her and her dreams. 11/10 https://t.co/8VEDZKHddR,11.0,10.0,Dixie,None,https://pbs.twimg.com/media/CrOgsIBWYAA8Dtb.jpg,3357,10223,,en,"[0, 106]"
479,771102124360998913,2016-08-31 21:47:27,Twitter for iPhone,This is Charlie. He works for @TODAYshow. Super sneaky tongue slip here. 12/10 would pet until someone made me stop https://t.co/K5Jo7QRCvA,12.0,10.0,Charlie,None,https://pbs.twimg.com/media/CrOBSfgXgAABsTE.jpg,1663,6898,,en,"[0, 115]"
